,Filename,kernel,degree,gamma,coef0,tolerance,nu,shrinking,cachesize,epsilon,Parameter_Iteration,R
1056,optdigits,linear,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0522117476432197
1057,optdigits,polynomial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.05
1058,optdigits,radial,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0536028119507908
1059,optdigits,sigmoid,3,scale,0.0,0.001,0.5,True,200,0.1,0,0.0
1060,optdigits,radial,3,auto,0.0,0.001,0.5,True,200,0.1,0,0.0476190476190476
1061,optdigits,radial,3,scale,0.1,0.001,0.5,True,200,0.1,0,0.0536028119507908
1062,optdigits,radial,3,scale,0.2,0.001,0.5,True,200,0.1,0,0.0536028119507908
1063,optdigits,radial,3,scale,0.3,0.001,0.5,True,200,0.1,0,0.0536028119507908
1064,optdigits,radial,3,scale,0.4,0.001,0.5,True,200,0.1,0,0.0536028119507908
1065,optdigits,radial,3,scale,0.0,0.001,0.1,True,200,0.1,0,0.0530679933665008
1066,optdigits,radial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0593141797961075
1067,optdigits,radial,3,scale,0.0,0.001,0.3,True,200,0.1,0,0.0423429781227946
1068,optdigits,radial,3,scale,0.0,0.001,0.4,True,200,0.1,0,0.0571073867163252
1069,optdigits,radial,3,scale,0.0,0.001,0.6,True,200,0.1,0,0.0498442367601246
1070,optdigits,radial,3,scale,0.0,0.001,0.7,True,200,0.1,0,0.0518108651911468
1071,optdigits,radial,3,scale,0.0,0.001,0.8,True,200,0.1,0,0.0596658711217183
1072,optdigits,radial,3,scale,0.0,0.001,0.9,True,200,0.1,0,0.0513100436681222
1073,optdigits,radial,3,scale,0.0,0.001,0.5,False,200,0.1,0,0.0536028119507908
1074,optdigits,radial,3,scale,0.0,0.001,0.5,True,50,0.1,0,0.0536028119507908
1075,optdigits,radial,3,scale,0.0,0.001,0.5,True,100,0.1,0,0.0536028119507908
1076,optdigits,radial,3,scale,0.0,0.001,0.5,True,400,0.1,0,0.0536028119507908
1077,optdigits,radial,3,scale,0.0,0.001,0.5,True,200,0.2,0,0.0536028119507908
1078,optdigits,radial,3,scale,0.0,0.001,0.5,True,200,0.01,0,0.0536028119507908
1079,optdigits,radial,3,scale,0.0,0.001,0.5,True,200,0.05,0,0.0536028119507908
1974,optdigits,linear,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0532037936618089
1975,optdigits,polynomial,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.052230182574532
1976,optdigits,sigmoid,3,scale,0.0,0.001,0.2,True,200,0.1,0,0.0
1977,optdigits,radial,3,auto,0.0,0.001,0.2,True,200,0.1,0,0.0557491289198606
1978,optdigits,radial,3,scale,0.1,0.001,0.2,True,200,0.1,0,0.0593141797961075
1979,optdigits,radial,3,scale,0.2,0.001,0.2,True,200,0.1,0,0.0593141797961075
1980,optdigits,radial,3,scale,0.3,0.001,0.2,True,200,0.1,0,0.0593141797961075
1981,optdigits,radial,3,scale,0.4,0.001,0.2,True,200,0.1,0,0.0593141797961075
1982,optdigits,radial,3,scale,0.0,0.001,0.2,False,200,0.1,0,0.0593141797961075
1983,optdigits,radial,3,scale,0.0,0.001,0.2,True,50,0.1,0,0.0593141797961075
1984,optdigits,radial,3,scale,0.0,0.001,0.2,True,100,0.1,0,0.0593141797961075
1985,optdigits,radial,3,scale,0.0,0.001,0.2,True,400,0.1,0,0.0593141797961075
1986,optdigits,radial,3,scale,0.0,0.001,0.2,True,200,0.2,0,0.0593141797961075
1987,optdigits,radial,3,scale,0.0,0.001,0.2,True,200,0.01,0,0.0593141797961075
1988,optdigits,radial,3,scale,0.0,0.001,0.2,True,200,0.05,0,0.0593141797961075
2826,optdigits,linear,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0536053130929791
2827,optdigits,polynomial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.053516457494672
2828,optdigits,radial,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0564315352697095
2829,optdigits,sigmoid,3,scale,0.0,0.001,IF,True,200,0.1,0,0.0
2830,optdigits,radial,3,auto,0.0,0.001,IF,True,200,0.1,0,0.0527629233511586
2831,optdigits,radial,3,scale,0.1,0.001,IF,True,200,0.1,0,0.0564315352697095
2832,optdigits,radial,3,scale,0.2,0.001,IF,True,200,0.1,0,0.0564315352697095
2833,optdigits,radial,3,scale,0.3,0.001,IF,True,200,0.1,0,0.0564315352697095
2834,optdigits,radial,3,scale,0.4,0.001,IF,True,200,0.1,0,0.0564315352697095
2835,optdigits,radial,3,scale,0.0,0.001,IF,False,200,0.1,0,0.0564315352697095
2836,optdigits,radial,3,scale,0.0,0.001,IF,True,50,0.1,0,0.0564315352697095
2837,optdigits,radial,3,scale,0.0,0.001,IF,True,100,0.1,0,0.0564315352697095
2838,optdigits,radial,3,scale,0.0,0.001,IF,True,400,0.1,0,0.0564315352697095
2839,optdigits,radial,3,scale,0.0,0.001,IF,True,200,0.2,0,0.0564315352697095
2840,optdigits,radial,3,scale,0.0,0.001,IF,True,200,0.01,0,0.0564315352697095
2841,optdigits,radial,3,scale,0.0,0.001,IF,True,200,0.05,0,0.0564315352697095
